diagnostic,period,value,units,interpretation,source_table,domain,classification
NMME_precipitation_anomaly,Jul,-3.442671537399292,mm/month,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.,nmme_rainfall_z200_diagnostics,atlantic_congo_ethiopia,near_normal_or_weak_signal
NMME_precipitation_anomaly,Jul,-0.662865936756134,mm/month,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.,nmme_rainfall_z200_diagnostics,congo_moisture_corridor,near_normal_or_weak_signal
NMME_precipitation_anomaly,Jul,-8.662537574768066,mm/month,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.,nmme_rainfall_z200_diagnostics,western_moisture_entry,near_normal_or_weak_signal
NMME_precipitation_anomaly,Jul,-14.282415390014648,mm/month,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.,nmme_rainfall_z200_diagnostics,western_indian_ocean,below_normal_dry_signal
NMME_precipitation_anomaly,Jul,-1.8015483617782593,mm/month,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.,nmme_rainfall_z200_diagnostics,arabia_red_sea,near_normal_or_weak_signal
NMME_precipitation_anomaly,Jul,0.22994926571846008,mm/month,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.,nmme_rainfall_z200_diagnostics,north_africa_arabia,near_normal_or_weak_signal
NMME_precipitation_anomaly,Jul,-3.271850347518921,mm/month,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.,nmme_rainfall_z200_diagnostics,tej_core,near_normal_or_weak_signal
NMME_precipitation_anomaly,Jul,-20.001447677612305,mm/month,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.,nmme_rainfall_z200_diagnostics,somali_jet_box,below_normal_dry_signal
NMME_precipitation_anomaly,Jul,-7.565615653991699,mm/month,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.,nmme_rainfall_z200_diagnostics,turkana_corridor,near_normal_or_weak_signal
NMME_precipitation_anomaly,Aug,-7.342073440551758,mm/month,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.,nmme_rainfall_z200_diagnostics,ethiopia,near_normal_or_weak_signal
NMME_precipitation_anomaly,Aug,-7.129145622253418,mm/month,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.,nmme_rainfall_z200_diagnostics,ethiopia_highlands_broad,near_normal_or_weak_signal
NMME_precipitation_anomaly,Aug,-2.18837308883667,mm/month,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.,nmme_rainfall_z200_diagnostics,north_ethiopia,near_normal_or_weak_signal
NMME_precipitation_anomaly,Aug,-4.5875244140625,mm/month,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.,nmme_rainfall_z200_diagnostics,central_ethiopia,near_normal_or_weak_signal
NMME_precipitation_anomaly,Aug,-9.90558910369873,mm/month,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.,nmme_rainfall_z200_diagnostics,west_ethiopia,near_normal_or_weak_signal
NMME_precipitation_anomaly,Aug,-4.500892639160156,mm/month,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.,nmme_rainfall_z200_diagnostics,east_ethiopia,near_normal_or_weak_signal
NMME_precipitation_anomaly,Aug,-4.116758346557617,mm/month,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.,nmme_rainfall_z200_diagnostics,greater_horn,near_normal_or_weak_signal
NMME_precipitation_anomaly,Aug,-4.165321350097656,mm/month,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.,nmme_rainfall_z200_diagnostics,east_africa,near_normal_or_weak_signal
NMME_precipitation_anomaly,Aug,-2.762082099914551,mm/month,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.,nmme_rainfall_z200_diagnostics,atlantic_congo_ethiopia,near_normal_or_weak_signal
NMME_precipitation_anomaly,Aug,0.11351966857910156,mm/month,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.,nmme_rainfall_z200_diagnostics,congo_moisture_corridor,near_normal_or_weak_signal
NMME_precipitation_anomaly,Aug,-5.540288925170898,mm/month,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.,nmme_rainfall_z200_diagnostics,western_moisture_entry,near_normal_or_weak_signal
NMME_precipitation_anomaly,Aug,-15.639617919921875,mm/month,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.,nmme_rainfall_z200_diagnostics,western_indian_ocean,below_normal_dry_signal
NMME_precipitation_anomaly,Aug,-6.568689346313477,mm/month,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.,nmme_rainfall_z200_diagnostics,arabia_red_sea,near_normal_or_weak_signal
NMME_precipitation_anomaly,Aug,-1.9179363250732422,mm/month,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.,nmme_rainfall_z200_diagnostics,north_africa_arabia,near_normal_or_weak_signal
NMME_precipitation_anomaly,Aug,-6.780179977416992,mm/month,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.,nmme_rainfall_z200_diagnostics,tej_core,near_normal_or_weak_signal
NMME_precipitation_anomaly,Aug,-8.649711608886719,mm/month,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.,nmme_rainfall_z200_diagnostics,somali_jet_box,near_normal_or_weak_signal
NMME_precipitation_anomaly,Aug,-3.3019533157348633,mm/month,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.,nmme_rainfall_z200_diagnostics,turkana_corridor,near_normal_or_weak_signal
NMME_precipitation_anomaly,Sep,-9.070413589477539,mm/month,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.,nmme_rainfall_z200_diagnostics,ethiopia,near_normal_or_weak_signal
NMME_precipitation_anomaly,Sep,-10.232221603393555,mm/month,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.,nmme_rainfall_z200_diagnostics,ethiopia_highlands_broad,below_normal_dry_signal
NMME_precipitation_anomaly,Sep,-1.7755680084228516,mm/month,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.,nmme_rainfall_z200_diagnostics,north_ethiopia,near_normal_or_weak_signal
NMME_precipitation_anomaly,Sep,-10.93967056274414,mm/month,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.,nmme_rainfall_z200_diagnostics,central_ethiopia,below_normal_dry_signal
NMME_precipitation_anomaly,Sep,-13.083205223083496,mm/month,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.,nmme_rainfall_z200_diagnostics,west_ethiopia,below_normal_dry_signal
NMME_precipitation_anomaly,Sep,-6.4642415046691895,mm/month,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.,nmme_rainfall_z200_diagnostics,east_ethiopia,near_normal_or_weak_signal
NMME_precipitation_anomaly,Sep,-3.740128517150879,mm/month,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.,nmme_rainfall_z200_diagnostics,greater_horn,near_normal_or_weak_signal
NMME_precipitation_anomaly,Sep,-3.5089259147644043,mm/month,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.,nmme_rainfall_z200_diagnostics,east_africa,near_normal_or_weak_signal
NMME_precipitation_anomaly,Sep,-4.181329727172852,mm/month,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.,nmme_rainfall_z200_diagnostics,atlantic_congo_ethiopia,near_normal_or_weak_signal
NMME_precipitation_anomaly,Sep,-5.641836166381836,mm/month,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.,nmme_rainfall_z200_diagnostics,congo_moisture_corridor,near_normal_or_weak_signal
NMME_precipitation_anomaly,Sep,-10.512604713439941,mm/month,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.,nmme_rainfall_z200_diagnostics,western_moisture_entry,below_normal_dry_signal
NMME_precipitation_anomaly,Sep,-4.423859596252441,mm/month,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.,nmme_rainfall_z200_diagnostics,western_indian_ocean,near_normal_or_weak_signal
NMME_precipitation_anomaly,Sep,-6.948169708251953,mm/month,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.,nmme_rainfall_z200_diagnostics,arabia_red_sea,near_normal_or_weak_signal
NMME_precipitation_anomaly,Sep,-3.034621238708496,mm/month,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.,nmme_rainfall_z200_diagnostics,north_africa_arabia,near_normal_or_weak_signal
NMME_precipitation_anomaly,Sep,-1.0930312871932983,mm/month,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.,nmme_rainfall_z200_diagnostics,tej_core,near_normal_or_weak_signal
NMME_precipitation_anomaly,Sep,-1.4134397506713867,mm/month,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.,nmme_rainfall_z200_diagnostics,somali_jet_box,near_normal_or_weak_signal
NMME_precipitation_anomaly,Sep,-8.366035461425781,mm/month,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.,nmme_rainfall_z200_diagnostics,turkana_corridor,near_normal_or_weak_signal
NMME_precipitation_anomaly,JJA,-31.823720932006836,mm/season,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.,nmme_rainfall_z200_diagnostics,ethiopia,below_normal_dry_signal
NMME_precipitation_anomaly,JJA,-34.46670150756836,mm/season,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.,nmme_rainfall_z200_diagnostics,ethiopia_highlands_broad,below_normal_dry_signal
NMME_precipitation_anomaly,JJA,-16.10743522644043,mm/season,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.,nmme_rainfall_z200_diagnostics,north_ethiopia,near_normal_or_weak_signal
NMME_precipitation_anomaly,JJA,-38.44520950317383,mm/season,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.,nmme_rainfall_z200_diagnostics,central_ethiopia,below_normal_dry_signal
NMME_precipitation_anomaly,JJA,-36.76286315917969,mm/season,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.,nmme_rainfall_z200_diagnostics,west_ethiopia,below_normal_dry_signal
NMME_precipitation_anomaly,JJA,-26.118497848510742,mm/season,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.,nmme_rainfall_z200_diagnostics,east_ethiopia,below_normal_dry_signal
NMME_precipitation_anomaly,JJA,-22.560176849365234,mm/season,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.,nmme_rainfall_z200_diagnostics,greater_horn,below_normal_dry_signal
NMME_precipitation_anomaly,JJA,-24.57378387451172,mm/season,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.,nmme_rainfall_z200_diagnostics,east_africa,below_normal_dry_signal
NMME_precipitation_anomaly,JJA,-15.651200294494629,mm/season,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.,nmme_rainfall_z200_diagnostics,atlantic_congo_ethiopia,near_normal_or_weak_signal
NMME_precipitation_anomaly,JJA,-11.11994743347168,mm/season,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.,nmme_rainfall_z200_diagnostics,congo_moisture_corridor,near_normal_or_weak_signal
NMME_precipitation_anomaly,JJA,-28.153778076171875,mm/season,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.,nmme_rainfall_z200_diagnostics,western_moisture_entry,below_normal_dry_signal
NMME_precipitation_anomaly,JJA,-44.25815963745117,mm/season,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.,nmme_rainfall_z200_diagnostics,western_indian_ocean,below_normal_dry_signal
NMME_precipitation_anomaly,JJA,-14.592976570129395,mm/season,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.,nmme_rainfall_z200_diagnostics,arabia_red_sea,near_normal_or_weak_signal
NMME_precipitation_anomaly,JJA,-7.481127738952637,mm/season,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.,nmme_rainfall_z200_diagnostics,north_africa_arabia,near_normal_or_weak_signal
NMME_precipitation_anomaly,JJA,-16.750486373901367,mm/season,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.,nmme_rainfall_z200_diagnostics,tej_core,near_normal_or_weak_signal
NMME_precipitation_anomaly,JJA,-53.1709098815918,mm/season,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.,nmme_rainfall_z200_diagnostics,somali_jet_box,below_normal_dry_signal
NMME_precipitation_anomaly,JJA,-23.71636962890625,mm/season,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.,nmme_rainfall_z200_diagnostics,turkana_corridor,below_normal_dry_signal
NMME_precipitation_anomaly,JJAS,-40.89413070678711,mm/season,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.,nmme_rainfall_z200_diagnostics,ethiopia,below_normal_dry_signal
NMME_precipitation_anomaly,JJAS,-44.69892120361328,mm/season,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.,nmme_rainfall_z200_diagnostics,ethiopia_highlands_broad,below_normal_dry_signal
NMME_precipitation_anomaly,JJAS,-17.88300132751465,mm/season,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.,nmme_rainfall_z200_diagnostics,north_ethiopia,near_normal_or_weak_signal
NMME_precipitation_anomaly,JJAS,-49.3848762512207,mm/season,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.,nmme_rainfall_z200_diagnostics,central_ethiopia,below_normal_dry_signal
NMME_precipitation_anomaly,JJAS,-49.8460693359375,mm/season,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.,nmme_rainfall_z200_diagnostics,west_ethiopia,below_normal_dry_signal
NMME_precipitation_anomaly,JJAS,-32.58273696899414,mm/season,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.,nmme_rainfall_z200_diagnostics,east_ethiopia,below_normal_dry_signal
NMME_precipitation_anomaly,JJAS,-26.30030632019043,mm/season,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.,nmme_rainfall_z200_diagnostics,greater_horn,below_normal_dry_signal
NMME_precipitation_anomaly,JJAS,-28.082712173461914,mm/season,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.,nmme_rainfall_z200_diagnostics,east_africa,below_normal_dry_signal
NMME_precipitation_anomaly,JJAS,-19.832529067993164,mm/season,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.,nmme_rainfall_z200_diagnostics,atlantic_congo_ethiopia,near_normal_or_weak_signal
NMME_precipitation_anomaly,JJAS,-16.761777877807617,mm/season,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.,nmme_rainfall_z200_diagnostics,congo_moisture_corridor,near_normal_or_weak_signal
NMME_precipitation_anomaly,JJAS,-38.6663818359375,mm/season,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.,nmme_rainfall_z200_diagnostics,western_moisture_entry,below_normal_dry_signal
NMME_precipitation_anomaly,JJAS,-48.68202590942383,mm/season,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.,nmme_rainfall_z200_diagnostics,western_indian_ocean,below_normal_dry_signal
NMME_precipitation_anomaly,JJAS,-21.541147232055664,mm/season,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.,nmme_rainfall_z200_diagnostics,arabia_red_sea,below_normal_dry_signal
NMME_precipitation_anomaly,JJAS,-10.515750885009766,mm/season,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.,nmme_rainfall_z200_diagnostics,north_africa_arabia,near_normal_or_weak_signal
NMME_precipitation_anomaly,JJAS,-17.843521118164062,mm/season,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.,nmme_rainfall_z200_diagnostics,tej_core,near_normal_or_weak_signal
NMME_precipitation_anomaly,JJAS,-54.5843505859375,mm/season,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.,nmme_rainfall_z200_diagnostics,somali_jet_box,below_normal_dry_signal
NMME_precipitation_anomaly,JJAS,-32.08240509033203,mm/season,Negative precipitation anomaly indicates drier-than-normal rainfall. Positive anomaly indicates wetter-than-normal rainfall.,nmme_rainfall_z200_diagnostics,turkana_corridor,below_normal_dry_signal
NMME_z200_anomaly,Jun,42.81846618652344,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,ethiopia,positive_height_anomaly
NMME_z200_anomaly,Jun,42.49951934814453,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,ethiopia_highlands_broad,positive_height_anomaly
NMME_z200_anomaly,Jun,42.57372283935547,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,north_ethiopia,positive_height_anomaly
NMME_z200_anomaly,Jun,42.60128402709961,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,central_ethiopia,positive_height_anomaly
NMME_z200_anomaly,Jun,41.86087417602539,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,west_ethiopia,positive_height_anomaly
NMME_z200_anomaly,Jun,43.380611419677734,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,east_ethiopia,positive_height_anomaly
NMME_z200_anomaly,Jun,41.7053108215332,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,greater_horn,positive_height_anomaly
NMME_z200_anomaly,Jun,42.075828552246094,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,east_africa,positive_height_anomaly
NMME_z200_anomaly,Jun,41.239593505859375,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,atlantic_congo_ethiopia,positive_height_anomaly
NMME_z200_anomaly,Jun,42.32781219482422,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,congo_moisture_corridor,positive_height_anomaly
NMME_z200_anomaly,Jun,41.8331413269043,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,western_moisture_entry,positive_height_anomaly
NMME_z200_anomaly,Jun,43.625465393066406,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,western_indian_ocean,positive_height_anomaly
NMME_z200_anomaly,Jun,43.9582633972168,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,arabia_red_sea,positive_height_anomaly
NMME_z200_anomaly,Jun,38.907676696777344,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,north_africa_arabia,positive_height_anomaly
NMME_z200_anomaly,Jun,42.036033630371094,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,tej_core,positive_height_anomaly
NMME_z200_anomaly,Jun,43.2891845703125,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,somali_jet_box,positive_height_anomaly
NMME_z200_anomaly,Jun,43.077392578125,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,turkana_corridor,positive_height_anomaly
NMME_z200_anomaly,Jul,51.259090423583984,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,ethiopia,positive_height_anomaly
NMME_z200_anomaly,Jul,50.882755279541016,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,ethiopia_highlands_broad,positive_height_anomaly
NMME_z200_anomaly,Jul,49.32575225830078,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,north_ethiopia,positive_height_anomaly
NMME_z200_anomaly,Jul,51.55961227416992,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,central_ethiopia,positive_height_anomaly
NMME_z200_anomaly,Jul,51.305084228515625,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,west_ethiopia,positive_height_anomaly
NMME_z200_anomaly,Jul,51.88908004760742,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,east_ethiopia,positive_height_anomaly
NMME_z200_anomaly,Jul,48.52931594848633,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,greater_horn,positive_height_anomaly
NMME_z200_anomaly,Jul,50.35972595214844,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,east_africa,positive_height_anomaly
NMME_z200_anomaly,Jul,49.610530853271484,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,atlantic_congo_ethiopia,positive_height_anomaly
NMME_z200_anomaly,Jul,53.303035736083984,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,congo_moisture_corridor,positive_height_anomaly
NMME_z200_anomaly,Jul,52.55893325805664,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,western_moisture_entry,positive_height_anomaly
NMME_z200_anomaly,Jul,51.561866760253906,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,western_indian_ocean,positive_height_anomaly
NMME_z200_anomaly,Jul,39.65713882446289,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,arabia_red_sea,positive_height_anomaly
NMME_z200_anomaly,Jul,34.529876708984375,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,north_africa_arabia,positive_height_anomaly
NMME_z200_anomaly,Jul,49.12051010131836,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,tej_core,positive_height_anomaly
NMME_z200_anomaly,Jul,52.24709701538086,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,somali_jet_box,positive_height_anomaly
NMME_z200_anomaly,Jul,53.43950271606445,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,turkana_corridor,positive_height_anomaly
NMME_z200_anomaly,Aug,56.654388427734375,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,ethiopia,positive_height_anomaly
NMME_z200_anomaly,Aug,56.388450622558594,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,ethiopia_highlands_broad,positive_height_anomaly
NMME_z200_anomaly,Aug,55.13604736328125,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,north_ethiopia,positive_height_anomaly
NMME_z200_anomaly,Aug,56.92875289916992,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,central_ethiopia,positive_height_anomaly
NMME_z200_anomaly,Aug,56.91212463378906,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,west_ethiopia,positive_height_anomaly
NMME_z200_anomaly,Aug,56.982120513916016,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,east_ethiopia,positive_height_anomaly
NMME_z200_anomaly,Aug,54.59540557861328,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,greater_horn,positive_height_anomaly
